#Mean	198.637
#Median	184
#Mode	151
#STDev	75.644
#PercentOfPairs	100.000
#InsertSize	Count
30	1
36	1
37	1
39	2
40	2
41	3
44	1
45	2
46	2
47	2
49	1
50	1
52	2
53	3
54	1
57	2
59	4
61	2
62	1
63	2
64	3
65	4
66	3
67	5
68	6
69	7
70	11
71	5
72	5
73	7
74	9
75	10
76	12
77	11
78	12
79	13
80	10
81	21
82	25
83	25
84	28
85	29
86	24
87	32
88	29
89	23
90	26
91	42
92	34
93	40
94	59
95	51
96	57
97	53
98	59
99	67
100	90
101	72
102	90
103	86
104	87
105	89
106	86
107	87
108	96
109	96
110	94
111	107
112	107
113	99
114	94
115	119
116	104
117	112
118	144
119	107
120	120
121	131
122	111
123	133
124	121
125	105
126	132
127	120
128	120
129	135
130	139
131	130
132	150
133	146
134	134
135	121
136	129
137	131
138	151
139	136
140	137
141	145
142	147
143	137
144	162
145	146
146	146
147	152
148	165
149	140
150	187
151	193
152	172
153	142
154	163
155	133
156	159
157	172
158	152
159	155
160	182
161	149
162	181
163	168
164	160
165	184
166	151
167	162
168	181
169	165
170	165
171	135
172	165
173	161
174	150
175	165
176	155
177	169
178	171
179	151
180	171
181	152
182	141
183	163
184	170
185	145
186	134
187	188
188	139
189	152
190	134
191	139
192	140
193	128
194	116
195	127
196	130
197	113
198	146
199	125
200	129
201	126
202	136
203	109
204	127
205	133
206	124
207	151
208	122
209	112
210	112
211	146
212	114
213	137
214	101
215	94
216	113
217	89
218	117
219	111
220	105
221	114
222	103
223	116
224	94
225	124
226	90
227	97
228	92
229	93
230	68
231	88
232	89
233	102
234	95
235	96
236	114
237	93
238	106
239	81
240	85
241	94
242	90
243	96
244	90
245	78
246	94
247	74
248	78
249	85
250	64
251	61
252	75
253	70
254	86
255	55
256	78
257	62
258	81
259	65
260	75
261	84
262	73
263	67
264	50
265	66
266	69
267	71
268	43
269	59
270	51
271	60
272	56
273	54
274	56
275	43
276	49
277	53
278	46
279	49
280	45
281	49
282	54
283	49
284	50
285	46
286	50
287	59
288	52
289	33
290	57
291	43
292	33
293	31
294	34
295	48
296	30
297	33
298	39
299	29
300	39
301	44
302	41
303	27
304	38
305	32
306	36
307	37
308	26
309	47
310	34
311	28
312	33
313	24
314	34
315	28
316	29
317	36
318	28
319	26
320	34
321	29
322	27
323	20
324	31
325	23
326	14
327	20
328	24
329	20
330	30
331	24
332	16
333	24
334	18
335	17
336	20
337	18
338	17
339	25
340	22
341	18
342	18
343	18
344	15
345	21
346	15
347	19
348	15
349	16
350	19
351	18
352	29
353	13
354	15
355	16
356	19
357	13
358	16
359	19
360	13
361	11
362	9
363	12
364	21
365	13
366	13
367	21
368	15
369	13
370	10
371	7
372	14
373	13
374	11
375	11
376	9
377	8
378	11
379	13
380	9
381	10
382	16
383	15
384	18
385	8
386	15
387	15
388	11
389	10
390	12
391	7
392	8
393	8
394	7
395	6
396	15
397	7
398	7
399	8
400	11
401	5
402	6
403	6
404	12
405	5
406	4
407	5
408	5
409	5
410	9
411	8
412	8
413	5
414	4
415	7
416	5
417	6
418	11
419	7
420	6
421	6
422	6
423	5
424	5
425	7
426	7
427	3
428	8
429	6
430	11
431	3
433	4
434	2
435	3
436	3
437	6
438	1
439	6
440	4
441	8
442	3
443	8
444	4
445	4
446	2
447	1
449	4
450	4
451	5
452	6
453	5
454	3
455	5
456	8
458	9
459	3
461	4
462	4
463	5
464	6
465	6
466	3
467	3
468	3
469	4
471	3
472	2
473	1
474	4
475	3
476	4
477	1
478	2
479	4
480	6
481	3
482	2
483	3
484	2
485	4
486	3
487	1
488	3
489	2
490	1
491	5
492	1
493	5
495	3
496	2
498	1
501	5
502	1
503	2
504	4
505	3
506	1
507	1
508	1
509	2
510	1
512	2
513	3
514	2
515	3
516	2
517	1
518	3
519	2
520	2
521	1
522	1
523	2
524	1
527	1
528	1
529	3
531	2
532	2
533	2
536	1
538	3
539	1
542	2
544	1
545	1
547	3
549	2
550	3
552	1
553	1
554	1
561	1
563	2
565	1
570	1
571	1
572	1
574	1
576	1
578	1
580	1
583	1
584	1
589	1
592	1
593	1
595	1
597	1
603	1
629	1
