#Mean	253.182
#Median	242
#Mode	243
#STDev	94.244
#PercentOfPairs	100.000
#InsertSize	Count
41	1
42	1
43	1
44	1
45	1
47	1
51	1
53	3
54	1
55	3
56	4
57	2
58	1
59	3
60	2
61	5
62	6
63	4
64	6
65	5
66	9
67	4
68	9
69	4
70	6
71	6
72	7
73	9
74	7
75	12
76	18
77	11
78	11
79	14
80	13
81	15
82	11
83	8
84	10
85	17
86	17
87	20
88	19
89	21
90	27
91	26
92	19
93	19
94	18
95	31
96	19
97	27
98	16
99	24
100	25
101	26
102	24
103	31
104	39
105	30
106	32
107	47
108	41
109	41
110	38
111	37
112	29
113	39
114	53
115	38
116	52
117	50
118	48
119	47
120	59
121	48
122	45
123	64
124	46
125	56
126	38
127	46
128	54
129	68
130	69
131	68
132	59
133	56
134	49
135	59
136	73
137	66
138	80
139	65
140	69
141	71
142	75
143	73
144	66
145	83
146	81
147	76
148	66
149	87
150	79
151	71
152	79
153	85
154	89
155	100
156	72
157	102
158	90
159	76
160	89
161	83
162	95
163	83
164	86
165	82
166	94
167	107
168	86
169	106
170	107
171	99
172	101
173	102
174	100
175	94
176	109
177	85
178	118
179	113
180	102
181	95
182	90
183	88
184	98
185	88
186	115
187	96
188	102
189	85
190	113
191	102
192	120
193	98
194	110
195	111
196	109
197	98
198	106
199	108
200	110
201	118
202	118
203	107
204	106
205	100
206	122
207	92
208	107
209	94
210	128
211	99
212	82
213	103
214	95
215	88
216	94
217	108
218	93
219	118
220	105
221	109
222	110
223	123
224	93
225	104
226	88
227	121
228	108
229	92
230	108
231	109
232	100
233	112
234	103
235	114
236	105
237	102
238	127
239	106
240	104
241	92
242	102
243	129
244	115
245	102
246	84
247	114
248	104
249	90
250	97
251	89
252	105
253	109
254	95
255	105
256	109
257	98
258	84
259	97
260	73
261	86
262	96
263	92
264	106
265	88
266	90
267	97
268	99
269	111
270	91
271	89
272	89
273	100
274	99
275	92
276	94
277	98
278	91
279	99
280	89
281	104
282	72
283	90
284	68
285	86
286	94
287	86
288	82
289	100
290	80
291	79
292	84
293	74
294	81
295	92
296	74
297	81
298	73
299	62
300	74
301	89
302	74
303	75
304	77
305	83
306	78
307	57
308	73
309	72
310	63
311	75
312	62
313	59
314	70
315	74
316	75
317	63
318	67
319	74
320	60
321	61
322	59
323	65
324	79
325	63
326	59
327	70
328	52
329	51
330	75
331	60
332	59
333	61
334	59
335	58
336	57
337	49
338	57
339	53
340	54
341	52
342	64
343	58
344	47
345	53
346	44
347	65
348	61
349	53
350	54
351	58
352	50
353	42
354	47
355	40
356	35
357	41
358	46
359	59
360	58
361	61
362	51
363	41
364	40
365	39
366	39
367	45
368	44
369	38
370	38
371	42
372	48
373	40
374	34
375	46
376	45
377	49
378	31
379	40
380	47
381	42
382	44
383	26
384	34
385	35
386	42
387	35
388	31
389	29
390	31
391	35
392	40
393	47
394	40
395	28
396	37
397	39
398	23
399	24
400	25
401	24
402	25
403	29
404	26
405	19
406	25
407	20
408	21
409	19
410	28
411	24
412	34
413	28
414	23
415	22
416	36
417	31
418	16
419	26
420	31
421	28
422	24
423	30
424	26
425	25
426	21
427	26
428	23
429	20
430	12
431	24
432	22
433	16
434	27
435	20
436	20
437	23
438	17
439	18
440	20
441	15
442	21
443	15
444	22
445	17
446	11
447	26
448	13
449	20
450	14
451	18
452	20
453	14
454	15
455	13
456	16
457	11
458	11
459	19
460	19
461	23
462	17
463	14
464	16
465	12
466	11
467	20
468	16
469	11
470	17
471	8
472	10
473	10
474	10
475	13
476	13
477	9
478	13
479	8
480	14
481	9
482	12
483	17
484	9
485	3
486	8
487	7
488	15
489	16
490	8
491	9
492	7
493	5
494	6
495	13
496	10
497	10
498	8
499	9
500	12
501	9
502	9
503	10
504	7
505	8
506	2
507	4
508	7
509	7
510	6
511	5
512	2
513	8
514	6
515	9
516	6
517	6
518	5
519	6
520	4
521	3
522	4
523	7
524	7
525	4
526	4
527	8
528	2
529	7
530	5
531	2
532	6
533	3
534	2
535	1
536	1
537	1
538	1
539	2
540	3
541	5
542	3
543	2
544	4
546	3
547	4
548	1
550	2
553	1
554	1
559	3
560	1
561	1
564	1
565	1
566	1
568	1
570	1
575	1
579	1
587	1
599	1
