#Mean	242.624
#Median	228
#Mode	202
#STDev	88.520
#PercentOfPairs	100.000
#InsertSize	Count
31	1
38	1
42	1
45	1
48	1
49	1
53	1
54	2
58	1
60	1
64	1
65	3
67	1
68	1
69	2
71	1
73	1
74	1
76	2
77	1
79	1
80	2
81	2
82	3
83	4
84	4
85	6
86	9
87	4
88	7
89	3
90	6
91	6
92	10
93	11
94	15
95	14
96	12
97	15
98	24
99	16
100	31
101	22
102	16
103	25
104	27
105	26
106	26
107	27
108	34
109	38
110	37
111	51
112	43
113	37
114	44
115	56
116	41
117	53
118	54
119	40
120	55
121	56
122	44
123	59
124	53
125	52
126	61
127	62
128	73
129	74
130	77
131	71
132	81
133	79
134	68
135	87
136	92
137	88
138	73
139	76
140	62
141	75
142	83
143	86
144	76
145	81
146	97
147	98
148	71
149	73
150	113
151	112
152	113
153	92
154	124
155	102
156	125
157	110
158	93
159	95
160	99
161	112
162	111
163	123
164	120
165	129
166	122
167	99
168	126
169	100
170	113
171	111
172	140
173	122
174	128
175	124
176	113
177	124
178	124
179	133
180	103
181	123
182	111
183	145
184	115
185	135
186	136
187	126
188	115
189	131
190	139
191	126
192	145
193	129
194	104
195	111
196	124
197	126
198	134
199	138
200	113
201	111
202	160
203	119
204	151
205	113
206	106
207	130
208	120
209	129
210	123
211	123
212	113
213	119
214	151
215	98
216	115
217	122
218	117
219	121
220	110
221	105
222	107
223	119
224	105
225	132
226	104
227	131
228	124
229	145
230	122
231	123
232	133
233	113
234	132
235	104
236	123
237	109
238	110
239	106
240	106
241	112
242	101
243	106
244	127
245	95
246	124
247	111
248	101
249	97
250	88
251	99
252	117
253	104
254	92
255	89
256	108
257	99
258	103
259	120
260	87
261	89
262	86
263	83
264	99
265	81
266	89
267	89
268	103
269	97
270	90
271	86
272	69
273	101
274	109
275	70
276	95
277	90
278	86
279	93
280	79
281	91
282	63
283	84
284	68
285	71
286	77
287	65
288	68
289	81
290	73
291	84
292	74
293	76
294	70
295	73
296	56
297	73
298	75
299	78
300	56
301	70
302	69
303	57
304	79
305	51
306	79
307	72
308	58
309	67
310	69
311	55
312	67
313	60
314	70
315	64
316	52
317	67
318	56
319	59
320	47
321	54
322	54
323	43
324	54
325	48
326	48
327	45
328	51
329	48
330	47
331	53
332	42
333	56
334	62
335	51
336	39
337	51
338	59
339	41
340	44
341	31
342	59
343	39
344	43
345	47
346	45
347	42
348	43
349	43
350	39
351	45
352	38
353	39
354	28
355	35
356	30
357	39
358	30
359	18
360	30
361	40
362	33
363	37
364	37
365	30
366	30
367	29
368	26
369	38
370	26
371	30
372	28
373	32
374	29
375	35
376	37
377	41
378	33
379	47
380	35
381	26
382	32
383	23
384	19
385	42
386	22
387	34
388	20
389	22
390	19
391	27
392	24
393	20
394	19
395	24
396	24
397	14
398	27
399	24
400	23
401	30
402	19
403	22
404	12
405	17
406	18
407	25
408	15
409	24
410	17
411	17
412	15
413	14
414	22
415	32
416	22
417	13
418	22
419	23
420	19
421	23
422	19
423	14
424	19
425	20
426	19
427	10
428	15
429	15
430	18
431	14
432	18
433	16
434	15
435	14
436	13
437	13
438	17
439	7
440	11
441	7
442	11
443	11
444	19
445	10
446	18
447	19
448	10
449	10
450	9
451	9
452	4
453	9
454	10
455	13
456	16
457	6
458	10
459	13
460	14
461	18
462	16
463	9
464	10
465	12
466	14
467	10
468	13
469	11
470	6
471	5
472	7
473	6
474	11
475	8
476	6
477	10
478	7
479	3
480	8
481	6
482	8
483	4
484	9
485	4
486	7
487	4
488	5
489	5
490	5
491	8
492	10
493	6
494	7
495	6
496	6
497	4
498	9
499	8
500	4
501	7
502	4
503	4
504	9
505	7
506	7
507	1
508	9
509	5
510	2
511	7
512	4
513	7
514	5
515	5
516	6
517	3
518	3
519	5
520	3
521	5
522	4
523	3
524	3
525	6
526	8
527	4
528	1
529	4
530	6
531	2
532	2
533	4
534	4
535	5
536	3
537	9
538	2
539	4
540	3
541	2
542	4
543	3
544	2
545	2
546	3
547	6
548	2
549	1
551	3
552	1
554	2
555	5
556	1
557	1
559	3
560	5
561	3
562	4
563	5
564	2
565	1
566	1
567	1
568	1
569	3
570	2
572	1
574	1
577	1
578	1
579	3
580	1
581	1
582	1
583	4
586	2
587	1
588	3
593	1
600	1
604	1
606	1
625	1
