#Mean	219.070
#Median	200
#Mode	178
#STDev	95.829
#PercentOfPairs	100.000
#InsertSize	Count
38	1
40	1
42	1
43	3
44	1
46	3
50	4
51	1
52	4
53	1
54	2
55	6
56	7
57	4
58	8
59	6
60	6
61	5
62	7
63	7
64	7
65	13
66	12
67	14
68	20
69	16
70	21
71	22
72	21
73	26
74	21
75	24
76	26
77	24
78	38
79	31
80	35
81	25
82	42
83	41
84	31
85	35
86	42
87	41
88	46
89	37
90	51
91	44
92	55
93	48
94	45
95	56
96	52
97	43
98	68
99	51
100	61
101	57
102	74
103	74
104	57
105	74
106	69
107	96
108	93
109	84
110	80
111	91
112	75
113	78
114	90
115	69
116	79
117	83
118	91
119	92
120	100
121	82
122	105
123	91
124	94
125	90
126	99
127	98
128	105
129	119
130	111
131	89
132	101
133	104
134	108
135	122
136	118
137	113
138	131
139	115
140	117
141	124
142	103
143	127
144	103
145	116
146	120
147	121
148	111
149	109
150	147
151	129
152	147
153	111
154	125
155	135
156	112
157	136
158	134
159	131
160	127
161	135
162	129
163	128
164	126
165	136
166	118
167	124
168	129
169	119
170	119
171	139
172	130
173	140
174	115
175	119
176	114
177	124
178	168
179	127
180	140
181	126
182	139
183	111
184	129
185	113
186	125
187	120
188	113
189	120
190	145
191	116
192	121
193	134
194	118
195	109
196	120
197	152
198	107
199	116
200	116
201	102
202	111
203	122
204	108
205	101
206	106
207	105
208	106
209	117
210	119
211	107
212	97
213	111
214	90
215	95
216	122
217	109
218	90
219	83
220	108
221	99
222	98
223	101
224	101
225	104
226	100
227	101
228	93
229	97
230	93
231	97
232	126
233	105
234	103
235	92
236	104
237	86
238	102
239	106
240	88
241	91
242	94
243	71
244	90
245	83
246	79
247	87
248	91
249	94
250	77
251	81
252	81
253	69
254	63
255	77
256	77
257	97
258	66
259	68
260	71
261	75
262	77
263	77
264	64
265	61
266	66
267	68
268	59
269	53
270	66
271	57
272	75
273	70
274	58
275	56
276	59
277	61
278	63
279	59
280	57
281	63
282	56
283	51
284	57
285	61
286	51
287	56
288	67
289	53
290	51
291	49
292	50
293	53
294	44
295	53
296	50
297	41
298	45
299	43
300	54
301	51
302	34
303	57
304	39
305	49
306	55
307	47
308	48
309	40
310	44
311	60
312	38
313	37
314	39
315	39
316	47
317	36
318	44
319	33
320	36
321	42
322	32
323	37
324	29
325	36
326	40
327	36
328	36
329	35
330	35
331	24
332	35
333	38
334	38
335	35
336	42
337	49
338	29
339	29
340	37
341	32
342	24
343	36
344	37
345	31
346	30
347	28
348	29
349	22
350	32
351	21
352	30
353	34
354	36
355	28
356	19
357	33
358	28
359	31
360	24
361	25
362	36
363	27
364	21
365	16
366	26
367	23
368	27
369	23
370	29
371	20
372	36
373	34
374	21
375	20
376	25
377	17
378	21
379	26
380	16
381	31
382	18
383	27
384	18
385	22
386	20
387	21
388	14
389	16
390	21
391	18
392	25
393	26
394	21
395	14
396	16
397	19
398	24
399	17
400	19
401	14
402	16
403	21
404	19
405	19
406	15
407	17
408	16
409	20
410	18
411	19
412	14
413	20
414	18
415	20
416	20
417	11
418	20
419	10
420	18
421	7
422	7
423	22
424	15
425	10
426	12
427	11
428	12
429	16
430	16
431	14
432	11
433	12
434	14
435	12
436	16
437	10
438	9
439	12
440	20
441	9
442	6
443	10
444	19
445	13
446	6
447	11
448	8
449	11
450	15
451	8
452	13
453	17
454	13
455	14
456	11
457	13
458	10
459	9
460	17
461	9
462	11
463	14
464	6
465	6
466	11
467	7
468	8
469	9
470	5
471	3
472	10
473	10
474	12
475	7
476	11
477	14
478	5
479	6
480	8
481	6
482	8
483	11
484	10
485	7
486	11
487	3
488	7
489	6
490	4
491	4
492	5
493	5
494	8
495	8
496	7
497	2
498	5
499	6
500	5
501	5
502	6
503	9
504	4
505	10
506	2
507	5
508	6
509	4
510	3
511	4
512	7
513	2
514	4
515	2
516	5
517	4
518	3
519	3
520	2
521	3
522	4
523	1
524	8
525	4
526	5
527	4
528	1
529	1
530	2
531	2
532	1
533	1
534	2
535	2
536	1
537	2
538	2
539	2
542	2
543	2
544	3
545	2
546	4
548	1
549	1
550	3
551	1
552	1
553	1
555	1
556	1
557	2
558	2
559	1
560	2
561	1
562	1
563	1
570	1
572	1
584	2
587	1
593	1
598	1
606	1
614	1
615	1
619	1
640	1
661	1
672	1
699	1
700	1
704	1
723	1
728	1
741	1
744	2
753	1
761	1
776	1
778	1
803	1
817	1
820	1
828	1
834	1
838	2
841	1
850	1
863	1
874	1
886	1
892	1
893	1
898	1
905	1
909	1
915	1
916	1
923	1
925	1
941	1
954	1
974	1
985	1
998	1
