#Mean	271.797
#Median	242
#Mode	200
#STDev	118.151
#PercentOfPairs	100.000
#InsertSize	Count
58	1
63	2
64	1
65	1
66	2
67	1
68	2
69	2
70	1
73	1
74	1
75	5
76	3
77	4
78	2
79	1
80	1
81	7
82	7
83	2
84	7
85	8
86	9
87	8
88	3
89	11
90	6
91	6
92	10
93	12
94	11
95	14
96	12
97	17
98	14
99	14
100	8
101	24
102	22
103	21
104	27
105	24
106	27
107	31
108	28
109	29
110	34
111	38
112	33
113	44
114	31
115	39
116	44
117	30
118	33
119	44
120	44
121	48
122	49
123	48
124	57
125	49
126	46
127	48
128	55
129	54
130	60
131	61
132	58
133	71
134	64
135	66
136	70
137	78
138	69
139	70
140	63
141	70
142	78
143	75
144	67
145	80
146	76
147	100
148	79
149	94
150	95
151	90
152	81
153	94
154	95
155	91
156	103
157	91
158	101
159	107
160	100
161	94
162	90
163	105
164	92
165	89
166	93
167	107
168	96
169	100
170	126
171	126
172	97
173	89
174	119
175	117
176	122
177	96
178	117
179	115
180	119
181	109
182	110
183	127
184	96
185	122
186	109
187	124
188	124
189	111
190	138
191	109
192	123
193	114
194	96
195	119
196	109
197	130
198	104
199	84
200	141
201	107
202	98
203	114
204	113
205	116
206	108
207	111
208	113
209	94
210	104
211	105
212	111
213	101
214	111
215	96
216	100
217	95
218	106
219	115
220	103
221	94
222	107
223	105
224	110
225	100
226	101
227	103
228	102
229	95
230	128
231	108
232	91
233	84
234	76
235	91
236	88
237	100
238	90
239	95
240	85
241	91
242	102
243	76
244	95
245	109
246	95
247	99
248	94
249	72
250	103
251	75
252	103
253	86
254	75
255	75
256	82
257	90
258	93
259	87
260	81
261	82
262	72
263	64
264	75
265	77
266	78
267	64
268	80
269	81
270	77
271	76
272	65
273	64
274	65
275	84
276	67
277	75
278	85
279	61
280	67
281	73
282	79
283	75
284	60
285	48
286	64
287	61
288	56
289	75
290	59
291	64
292	53
293	42
294	72
295	52
296	59
297	64
298	63
299	65
300	61
301	62
302	73
303	71
304	58
305	63
306	52
307	64
308	48
309	53
310	64
311	62
312	51
313	70
314	50
315	65
316	36
317	52
318	63
319	52
320	54
321	47
322	47
323	53
324	48
325	52
326	48
327	43
328	66
329	42
330	55
331	46
332	68
333	39
334	46
335	44
336	51
337	48
338	44
339	47
340	48
341	34
342	46
343	46
344	39
345	38
346	45
347	38
348	36
349	36
350	34
351	44
352	41
353	44
354	38
355	46
356	38
357	42
358	35
359	35
360	37
361	38
362	30
363	42
364	41
365	36
366	30
367	35
368	46
369	47
370	36
371	39
372	29
373	40
374	32
375	43
376	38
377	48
378	46
379	31
380	46
381	39
382	28
383	36
384	33
385	44
386	39
387	39
388	30
389	35
390	29
391	27
392	45
393	35
394	34
395	27
396	33
397	35
398	31
399	29
400	38
401	31
402	37
403	30
404	37
405	30
406	30
407	24
408	29
409	25
410	20
411	31
412	21
413	25
414	37
415	30
416	26
417	30
418	23
419	30
420	22
421	38
422	36
423	33
424	21
425	38
426	25
427	27
428	30
429	26
430	24
431	26
432	29
433	26
434	25
435	27
436	31
437	32
438	25
439	15
440	21
441	16
442	27
443	20
444	22
445	19
446	24
447	20
448	20
449	27
450	25
451	15
452	26
453	17
454	23
455	22
456	29
457	20
458	27
459	27
460	21
461	25
462	18
463	17
464	20
465	9
466	23
467	21
468	19
469	18
470	25
471	18
472	30
473	18
474	21
475	21
476	19
477	14
478	15
479	23
480	10
481	13
482	13
483	15
484	19
485	18
486	13
487	12
488	11
489	23
490	16
491	25
492	25
493	19
494	16
495	17
496	17
497	16
498	12
499	19
500	18
501	20
502	19
503	18
504	10
505	27
506	18
507	20
508	30
509	12
510	17
511	12
512	18
513	19
514	11
515	19
516	19
517	16
518	19
519	15
520	16
521	20
522	14
523	13
524	12
525	16
526	7
527	12
528	12
529	17
530	15
531	14
532	22
533	13
534	5
535	10
536	17
537	8
538	10
539	9
540	13
541	18
542	12
543	13
544	20
545	16
546	15
547	9
548	11
549	17
550	11
551	9
552	14
553	15
554	11
555	12
556	9
557	11
558	13
559	13
560	18
561	16
562	9
563	17
564	15
565	14
566	10
567	11
568	9
569	13
570	10
571	13
572	11
573	12
574	5
575	12
576	8
577	13
578	9
579	11
580	15
581	16
582	10
583	8
584	10
585	7
586	7
587	10
588	8
589	4
590	10
591	7
592	9
593	7
594	16
595	8
596	11
597	8
598	9
599	4
600	11
601	4
602	1
603	9
604	3
605	6
606	4
607	6
608	5
609	3
610	3
611	7
612	9
613	5
614	4
615	1
616	4
617	4
618	5
619	5
620	5
621	6
622	4
623	1
624	4
625	4
626	1
627	4
628	5
629	4
630	4
631	2
632	3
633	1
634	1
635	6
636	2
637	5
638	1
639	2
641	2
642	2
643	3
644	1
645	1
647	2
648	2
649	2
650	1
651	4
652	2
653	2
656	1
657	2
658	2
659	2
660	2
661	2
662	1
664	2
668	1
673	1
674	1
675	1
677	1
678	1
697	1
714	1
720	1
733	1
754	1
762	1
768	1
813	1
850	1
858	1
869	1
877	1
897	1
905	1
914	1
923	1
938	1
952	1
984	1
