#Mean	224.813
#Median	207
#Mode	169
#STDev	87.829
#PercentOfPairs	100.000
#InsertSize	Count
31	1
35	1
46	1
50	1
52	1
56	1
57	1
58	1
60	3
61	2
63	1
66	1
67	1
69	1
70	1
71	2
72	1
73	1
74	5
75	3
76	7
77	9
78	5
79	8
80	7
81	10
82	12
83	6
84	9
85	15
86	9
87	14
88	8
89	16
90	17
91	22
92	20
93	24
94	29
95	29
96	36
97	38
98	35
99	36
100	44
101	40
102	53
103	38
104	48
105	56
106	53
107	43
108	60
109	51
110	50
111	70
112	70
113	73
114	78
115	81
116	72
117	84
118	72
119	67
120	86
121	96
122	93
123	91
124	72
125	88
126	101
127	99
128	98
129	110
130	97
131	93
132	100
133	104
134	102
135	105
136	117
137	101
138	115
139	108
140	105
141	101
142	123
143	99
144	114
145	113
146	123
147	138
148	128
149	112
150	130
151	118
152	126
153	120
154	127
155	130
156	128
157	131
158	125
159	130
160	130
161	124
162	142
163	140
164	117
165	143
166	115
167	148
168	163
169	168
170	123
171	156
172	128
173	156
174	164
175	137
176	131
177	150
178	145
179	118
180	150
181	125
182	136
183	137
184	153
185	131
186	146
187	134
188	105
189	126
190	130
191	135
192	134
193	145
194	137
195	163
196	136
197	101
198	116
199	120
200	123
201	130
202	138
203	113
204	125
205	128
206	110
207	132
208	132
209	115
210	134
211	123
212	105
213	118
214	131
215	107
216	114
217	125
218	108
219	112
220	111
221	94
222	118
223	115
224	100
225	113
226	114
227	101
228	103
229	126
230	78
231	100
232	102
233	109
234	106
235	104
236	74
237	93
238	115
239	92
240	96
241	100
242	92
243	92
244	110
245	88
246	84
247	93
248	83
249	85
250	88
251	83
252	101
253	90
254	81
255	103
256	89
257	82
258	64
259	78
260	88
261	95
262	95
263	62
264	82
265	75
266	92
267	62
268	83
269	67
270	92
271	61
272	62
273	63
274	77
275	65
276	74
277	70
278	58
279	64
280	72
281	63
282	52
283	71
284	75
285	65
286	82
287	55
288	77
289	62
290	46
291	70
292	66
293	51
294	63
295	57
296	56
297	50
298	42
299	43
300	61
301	57
302	48
303	59
304	46
305	53
306	43
307	39
308	58
309	73
310	42
311	47
312	44
313	44
314	48
315	47
316	51
317	52
318	34
319	57
320	44
321	42
322	57
323	50
324	41
325	44
326	25
327	42
328	46
329	46
330	28
331	52
332	44
333	39
334	32
335	32
336	30
337	42
338	27
339	33
340	33
341	35
342	32
343	42
344	35
345	34
346	32
347	24
348	36
349	40
350	29
351	27
352	29
353	31
354	24
355	29
356	23
357	31
358	30
359	27
360	25
361	24
362	28
363	21
364	23
365	33
366	31
367	24
368	25
369	35
370	24
371	20
372	27
373	22
374	22
375	15
376	15
377	23
378	22
379	26
380	19
381	26
382	22
383	20
384	24
385	21
386	13
387	22
388	18
389	15
390	27
391	15
392	20
393	15
394	10
395	10
396	13
397	23
398	17
399	16
400	17
401	17
402	11
403	17
404	16
405	17
406	19
407	16
408	12
409	16
410	14
411	16
412	12
413	10
414	16
415	14
416	20
417	12
418	12
419	16
420	13
421	12
422	9
423	13
424	12
425	14
426	11
427	12
428	5
429	11
430	6
431	11
432	11
433	12
434	12
435	8
436	10
437	15
438	10
439	11
440	5
441	5
442	11
443	5
444	11
445	11
446	9
447	15
448	8
449	3
450	11
451	11
452	3
453	9
454	5
455	6
456	8
457	6
458	17
459	10
460	9
461	14
462	5
463	10
464	6
465	10
466	11
467	4
468	6
469	4
470	7
471	8
472	6
473	6
474	7
475	6
476	6
477	11
478	7
479	8
480	1
481	5
482	5
483	2
484	6
485	7
486	9
487	8
488	6
489	8
490	5
491	6
492	7
493	4
494	2
495	3
496	4
497	5
498	1
499	5
500	5
501	2
502	4
503	11
504	3
505	6
506	3
507	4
508	1
509	8
510	3
511	7
512	3
513	3
514	5
515	2
516	6
517	2
518	2
519	4
520	5
521	8
522	4
523	4
524	3
525	3
526	2
528	2
529	2
530	5
531	6
532	4
533	2
534	4
536	3
537	3
538	6
539	2
540	3
541	4
542	3
545	3
546	1
547	5
548	1
549	1
550	2
551	1
552	1
553	2
554	4
555	4
556	3
557	6
559	3
560	6
561	2
562	2
563	2
564	3
565	1
566	1
567	3
568	1
570	2
571	2
572	4
573	1
574	1
575	4
576	1
577	2
578	2
579	1
580	1
581	3
583	1
584	1
585	1
587	1
588	1
589	3
590	1
592	1
593	1
594	3
595	2
607	1
615	1
