#Mean	215.142
#Median	199
#Mode	169
#STDev	81.230
#PercentOfPairs	100.000
#InsertSize	Count
36	1
43	1
44	1
48	2
50	2
51	2
55	2
57	1
59	1
60	1
61	2
63	1
64	1
66	1
67	6
68	1
69	3
70	3
71	6
72	1
73	1
74	6
75	5
76	4
77	8
78	8
79	12
80	4
81	14
82	11
83	7
84	9
85	8
86	12
87	14
88	14
89	20
90	23
91	14
92	21
93	29
94	36
95	39
96	27
97	35
98	36
99	46
100	50
101	43
102	39
103	54
104	56
105	60
106	66
107	54
108	57
109	60
110	63
111	69
112	82
113	54
114	83
115	89
116	73
117	95
118	75
119	86
120	93
121	77
122	83
123	87
124	79
125	86
126	83
127	89
128	92
129	118
130	107
131	113
132	119
133	119
134	94
135	100
136	113
137	111
138	111
139	145
140	110
141	132
142	123
143	106
144	130
145	132
146	126
147	136
148	126
149	115
150	116
151	126
152	132
153	109
154	156
155	123
156	168
157	147
158	124
159	157
160	145
161	161
162	177
163	177
164	155
165	192
166	163
167	160
168	148
169	203
170	159
171	162
172	178
173	166
174	178
175	129
176	131
177	169
178	163
179	140
180	160
181	166
182	149
183	150
184	182
185	117
186	152
187	164
188	136
189	139
190	135
191	119
192	169
193	152
194	126
195	126
196	152
197	108
198	133
199	139
200	112
201	158
202	154
203	118
204	138
205	150
206	138
207	111
208	157
209	131
210	150
211	121
212	106
213	134
214	123
215	127
216	122
217	124
218	114
219	116
220	133
221	110
222	127
223	123
224	103
225	115
226	117
227	94
228	115
229	114
230	90
231	103
232	99
233	91
234	124
235	139
236	115
237	104
238	96
239	92
240	97
241	104
242	88
243	94
244	106
245	78
246	103
247	103
248	97
249	85
250	84
251	88
252	98
253	83
254	83
255	87
256	67
257	71
258	87
259	75
260	78
261	77
262	80
263	78
264	82
265	74
266	70
267	85
268	69
269	58
270	58
271	63
272	59
273	52
274	59
275	49
276	67
277	82
278	54
279	62
280	57
281	59
282	61
283	55
284	62
285	53
286	62
287	62
288	71
289	48
290	59
291	73
292	46
293	48
294	45
295	44
296	45
297	41
298	45
299	42
300	51
301	46
302	33
303	50
304	49
305	51
306	50
307	30
308	38
309	45
310	46
311	36
312	40
313	39
314	37
315	40
316	35
317	38
318	48
319	34
320	31
321	41
322	31
323	35
324	45
325	37
326	32
327	28
328	30
329	21
330	30
331	36
332	31
333	33
334	32
335	26
336	36
337	29
338	28
339	33
340	25
341	23
342	31
343	19
344	23
345	28
346	23
347	24
348	22
349	25
350	21
351	26
352	31
353	15
354	23
355	25
356	22
357	24
358	22
359	23
360	27
361	21
362	16
363	27
364	27
365	15
366	23
367	23
368	19
369	17
370	23
371	19
372	22
373	16
374	16
375	9
376	21
377	5
378	10
379	8
380	17
381	12
382	14
383	21
384	16
385	22
386	19
387	19
388	19
389	12
390	5
391	17
392	11
393	12
394	16
395	8
396	15
397	11
398	14
399	16
400	9
401	13
402	17
403	14
404	10
405	9
406	8
407	12
408	10
409	8
410	16
411	13
412	12
413	16
414	8
415	15
416	7
417	10
418	18
419	14
420	4
421	9
422	8
423	7
424	10
425	8
426	8
427	12
428	5
429	7
430	11
431	9
432	17
433	10
434	6
435	10
436	7
437	9
438	6
439	11
440	4
441	5
442	11
443	2
444	11
445	6
446	3
447	3
448	11
449	3
450	7
451	5
452	10
453	7
454	7
455	5
456	10
457	5
458	3
459	6
460	8
461	5
462	5
463	5
464	7
465	4
466	7
467	6
468	8
469	7
470	4
471	3
472	2
473	4
474	4
475	7
476	3
477	8
478	1
479	5
480	2
481	3
482	1
483	2
484	9
485	3
486	7
487	3
488	7
489	4
490	7
491	3
492	1
493	2
494	7
495	5
496	4
497	5
498	5
499	3
500	2
501	2
502	1
503	4
504	3
505	2
506	2
507	4
508	1
509	4
511	1
512	6
513	4
514	2
515	1
516	1
517	8
518	2
519	1
520	3
521	4
522	3
523	2
524	2
525	2
526	3
527	2
529	1
530	2
531	1
532	2
533	2
535	5
537	1
538	2
539	1
540	5
541	1
542	1
543	4
544	2
545	1
547	3
548	1
549	1
550	2
551	2
553	1
556	1
557	3
558	5
559	1
560	1
562	2
563	2
564	1
565	3
566	2
567	1
568	1
570	1
571	1
575	1
579	1
580	1
581	1
584	1
586	1
587	2
590	2
591	1
592	1
595	1
598	1
606	2
609	1
612	1
661	1
677	1
713	1
