#Mean	245.862
#Median	226
#Mode	182
#STDev	98.796
#PercentOfPairs	100.000
#InsertSize	Count
31	3
35	1
40	1
49	1
51	1
52	1
54	1
57	2
58	2
59	1
60	2
61	2
63	2
64	3
65	3
66	5
67	2
69	2
70	2
71	2
72	2
73	3
74	3
75	3
76	5
77	6
78	8
79	8
80	5
81	8
82	19
83	11
84	12
85	12
86	13
87	16
88	13
89	14
90	14
91	21
92	20
93	17
94	19
95	18
96	34
97	26
98	18
99	23
100	17
101	23
102	38
103	34
104	32
105	25
106	34
107	41
108	48
109	27
110	28
111	41
112	41
113	46
114	52
115	52
116	48
117	47
118	56
119	50
120	47
121	69
122	72
123	77
124	86
125	52
126	56
127	74
128	77
129	78
130	77
131	67
132	74
133	76
134	77
135	81
136	82
137	81
138	92
139	103
140	69
141	103
142	89
143	82
144	82
145	91
146	88
147	116
148	94
149	92
150	101
151	105
152	94
153	123
154	104
155	91
156	132
157	102
158	104
159	97
160	90
161	84
162	119
163	102
164	123
165	99
166	106
167	107
168	122
169	102
170	102
171	125
172	103
173	102
174	127
175	122
176	107
177	130
178	115
179	106
180	100
181	112
182	141
183	120
184	123
185	110
186	108
187	130
188	115
189	133
190	107
191	139
192	133
193	125
194	110
195	132
196	104
197	126
198	108
199	114
200	123
201	130
202	110
203	136
204	125
205	82
206	96
207	123
208	117
209	129
210	138
211	125
212	126
213	128
214	112
215	120
216	111
217	118
218	116
219	125
220	106
221	116
222	138
223	107
224	120
225	115
226	123
227	100
228	104
229	114
230	118
231	101
232	105
233	92
234	117
235	114
236	113
237	103
238	106
239	96
240	100
241	88
242	107
243	108
244	107
245	101
246	96
247	88
248	92
249	96
250	108
251	103
252	101
253	90
254	91
255	82
256	99
257	90
258	82
259	92
260	89
261	88
262	73
263	80
264	92
265	92
266	76
267	87
268	85
269	81
270	89
271	70
272	85
273	82
274	71
275	69
276	67
277	87
278	71
279	81
280	68
281	69
282	71
283	84
284	75
285	68
286	62
287	88
288	73
289	74
290	71
291	85
292	86
293	67
294	59
295	68
296	69
297	64
298	69
299	72
300	53
301	50
302	61
303	65
304	73
305	53
306	53
307	58
308	63
309	64
310	48
311	47
312	58
313	46
314	51
315	59
316	66
317	59
318	54
319	48
320	50
321	45
322	45
323	58
324	52
325	52
326	47
327	41
328	45
329	44
330	39
331	49
332	51
333	42
334	48
335	43
336	49
337	43
338	42
339	50
340	38
341	39
342	45
343	48
344	42
345	35
346	35
347	47
348	46
349	36
350	43
351	43
352	33
353	39
354	36
355	50
356	34
357	37
358	37
359	31
360	40
361	26
362	38
363	30
364	35
365	36
366	24
367	41
368	27
369	36
370	27
371	36
372	35
373	41
374	33
375	35
376	23
377	29
378	39
379	30
380	29
381	32
382	23
383	23
384	22
385	30
386	28
387	31
388	26
389	29
390	30
391	22
392	19
393	25
394	17
395	20
396	27
397	29
398	19
399	18
400	26
401	26
402	22
403	23
404	26
405	22
406	26
407	22
408	25
409	25
410	28
411	22
412	20
413	17
414	28
415	28
416	23
417	15
418	19
419	16
420	17
421	16
422	17
423	17
424	16
425	12
426	15
427	14
428	18
429	13
430	14
431	17
432	13
433	24
434	10
435	21
436	13
437	22
438	11
439	20
440	18
441	16
442	21
443	14
444	25
445	19
446	9
447	18
448	13
449	11
450	9
451	9
452	13
453	13
454	14
455	14
456	14
457	16
458	13
459	8
460	14
461	12
462	7
463	16
464	10
465	9
466	7
467	14
468	11
469	10
470	8
471	17
472	12
473	6
474	16
475	9
476	15
477	11
478	15
479	11
480	6
481	10
482	9
483	10
484	14
485	15
486	3
487	5
488	12
489	10
490	7
491	8
492	8
493	12
494	2
495	13
496	9
497	8
498	7
499	10
500	7
501	12
502	5
503	5
504	5
505	13
506	13
507	7
508	11
509	10
510	14
511	3
512	4
513	6
514	10
515	4
516	9
517	9
518	4
519	8
520	5
521	6
522	4
523	7
524	9
525	4
526	6
527	11
528	5
529	6
530	7
531	5
532	12
533	7
534	9
535	7
536	6
537	7
538	1
539	8
540	5
541	3
542	5
543	4
544	3
545	4
546	2
547	4
548	1
549	8
550	2
551	5
552	7
553	5
554	1
555	4
556	5
557	6
558	3
559	8
560	4
561	6
562	2
563	6
564	2
565	4
566	6
567	6
568	10
569	2
570	6
571	2
572	3
573	3
574	2
575	2
576	6
577	2
578	2
579	3
580	8
581	4
582	3
583	5
584	4
585	5
586	2
588	4
589	3
590	1
591	1
592	6
593	3
594	8
595	2
596	1
597	2
598	1
599	2
600	2
601	5
602	1
603	2
605	2
606	2
607	2
608	1
609	1
610	1
611	1
612	1
613	2
614	4
615	3
617	1
618	2
619	1
621	3
622	4
623	1
624	1
626	1
628	1
629	1
631	1
633	1
635	3
639	3
640	1
642	4
644	1
648	1
651	1
652	1
657	1
664	1
669	1
689	1
