#Mean	271.649
#Median	256
#Mode	200
#STDev	111.344
#PercentOfPairs	100.000
#InsertSize	Count
38	1
41	2
42	1
43	1
44	1
45	2
48	2
49	2
50	1
51	1
52	2
54	1
56	5
57	2
58	2
59	3
60	4
61	3
62	5
63	7
64	4
65	4
66	6
67	8
68	4
69	10
70	13
71	8
72	9
73	10
74	13
75	9
76	22
77	14
78	12
79	13
80	13
81	13
82	16
83	24
84	15
85	23
86	22
87	21
88	24
89	14
90	31
91	13
92	17
93	35
94	28
95	35
96	29
97	26
98	26
99	27
100	29
101	32
102	40
103	31
104	33
105	33
106	35
107	50
108	18
109	42
110	45
111	41
112	31
113	34
114	56
115	57
116	50
117	50
118	53
119	54
120	43
121	46
122	48
123	49
124	62
125	62
126	56
127	61
128	49
129	57
130	65
131	72
132	50
133	67
134	51
135	69
136	59
137	56
138	60
139	75
140	73
141	66
142	72
143	71
144	66
145	66
146	85
147	84
148	79
149	76
150	68
151	72
152	67
153	83
154	81
155	89
156	70
157	80
158	67
159	71
160	86
161	68
162	86
163	91
164	82
165	93
166	76
167	86
168	85
169	84
170	78
171	78
172	81
173	104
174	90
175	63
176	89
177	75
178	97
179	91
180	98
181	88
182	97
183	77
184	84
185	84
186	104
187	84
188	84
189	81
190	90
191	77
192	92
193	85
194	82
195	93
196	72
197	92
198	106
199	86
200	111
201	90
202	84
203	71
204	91
205	99
206	88
207	86
208	98
209	97
210	79
211	99
212	81
213	87
214	89
215	93
216	85
217	104
218	103
219	79
220	90
221	65
222	94
223	87
224	89
225	93
226	84
227	97
228	77
229	89
230	82
231	85
232	108
233	89
234	97
235	95
236	103
237	80
238	84
239	66
240	87
241	75
242	89
243	85
244	78
245	73
246	93
247	74
248	106
249	89
250	87
251	76
252	79
253	76
254	73
255	77
256	78
257	88
258	77
259	76
260	83
261	90
262	91
263	78
264	84
265	76
266	72
267	85
268	76
269	65
270	70
271	78
272	76
273	67
274	85
275	90
276	71
277	82
278	62
279	63
280	72
281	81
282	62
283	88
284	75
285	81
286	63
287	70
288	76
289	78
290	81
291	75
292	65
293	69
294	70
295	68
296	64
297	70
298	62
299	73
300	56
301	72
302	70
303	56
304	70
305	56
306	58
307	63
308	66
309	77
310	63
311	64
312	69
313	62
314	72
315	61
316	61
317	71
318	69
319	70
320	55
321	77
322	54
323	57
324	52
325	55
326	77
327	73
328	49
329	69
330	60
331	63
332	64
333	64
334	71
335	64
336	55
337	62
338	44
339	48
340	56
341	44
342	68
343	43
344	55
345	68
346	53
347	70
348	65
349	60
350	48
351	65
352	55
353	50
354	58
355	45
356	45
357	52
358	37
359	58
360	51
361	57
362	47
363	53
364	40
365	48
366	49
367	60
368	37
369	41
370	49
371	63
372	47
373	49
374	43
375	40
376	49
377	38
378	48
379	42
380	52
381	45
382	43
383	42
384	39
385	49
386	39
387	45
388	38
389	45
390	41
391	54
392	40
393	38
394	39
395	44
396	50
397	47
398	55
399	35
400	42
401	43
402	49
403	58
404	34
405	32
406	37
407	43
408	47
409	44
410	40
411	39
412	42
413	31
414	36
415	30
416	33
417	31
418	30
419	43
420	37
421	37
422	32
423	31
424	44
425	37
426	40
427	40
428	36
429	30
430	28
431	42
432	43
433	42
434	34
435	32
436	31
437	32
438	27
439	30
440	28
441	36
442	37
443	31
444	35
445	41
446	34
447	42
448	28
449	31
450	30
451	26
452	24
453	38
454	29
455	29
456	33
457	29
458	35
459	34
460	42
461	29
462	28
463	29
464	25
465	35
466	25
467	30
468	28
469	26
470	20
471	26
472	30
473	30
474	23
475	27
476	38
477	16
478	23
479	27
480	24
481	30
482	28
483	15
484	24
485	25
486	23
487	16
488	27
489	11
490	27
491	21
492	17
493	24
494	17
495	28
496	24
497	20
498	19
499	17
500	20
501	8
502	12
503	17
504	19
505	12
506	21
507	16
508	20
509	23
510	16
511	13
512	7
513	16
514	11
515	15
516	11
517	14
518	18
519	8
520	9
521	8
522	13
523	11
524	8
525	16
526	11
527	5
528	16
529	11
530	11
531	11
532	13
533	8
534	12
535	4
536	14
537	9
538	7
539	5
540	4
541	8
542	6
543	5
544	4
545	3
546	6
547	4
548	3
549	9
550	2
551	2
552	3
553	3
554	4
555	10
556	5
557	5
558	6
559	2
560	6
561	8
562	3
563	2
564	1
566	1
567	2
568	2
569	2
570	3
571	2
572	1
573	1
574	1
576	2
577	2
578	1
580	2
582	1
586	1
587	1
588	1
591	1
592	1
595	1
596	1
613	1
621	1
640	1
642	1
644	1
657	1
658	1
668	1
680	1
705	1
732	1
746	1
755	1
788	1
799	1
813	1
818	1
864	1
869	1
882	1
900	1
955	1
956	1
964	1
967	1
991	1
994	1
