#Mean	248.619
#Median	230
#Mode	209
#STDev	95.527
#PercentOfPairs	100.000
#InsertSize	Count
43	1
58	1
60	1
65	1
66	2
67	2
68	1
70	3
72	2
73	2
74	1
75	3
76	2
77	3
78	7
79	2
80	4
81	5
82	7
83	2
84	8
85	5
86	5
87	10
88	12
89	10
90	12
91	13
92	12
93	16
94	27
95	13
96	13
97	14
98	17
99	18
100	15
101	25
102	17
103	34
104	24
105	19
106	35
107	22
108	16
109	35
110	31
111	21
112	22
113	35
114	43
115	36
116	52
117	38
118	42
119	51
120	45
121	48
122	53
123	48
124	53
125	46
126	52
127	76
128	63
129	78
130	62
131	71
132	56
133	71
134	87
135	66
136	68
137	71
138	106
139	90
140	72
141	75
142	84
143	80
144	93
145	85
146	111
147	98
148	82
149	112
150	77
151	94
152	95
153	111
154	109
155	114
156	112
157	97
158	123
159	118
160	120
161	86
162	111
163	100
164	122
165	112
166	113
167	122
168	114
169	99
170	98
171	109
172	118
173	113
174	122
175	117
176	135
177	131
178	109
179	140
180	120
181	107
182	127
183	118
184	123
185	121
186	155
187	124
188	132
189	114
190	127
191	108
192	131
193	126
194	136
195	132
196	142
197	113
198	138
199	125
200	129
201	135
202	137
203	130
204	121
205	118
206	111
207	140
208	113
209	160
210	111
211	135
212	114
213	123
214	114
215	114
216	139
217	133
218	128
219	118
220	103
221	113
222	123
223	105
224	118
225	107
226	112
227	120
228	100
229	110
230	107
231	96
232	120
233	141
234	113
235	111
236	111
237	87
238	105
239	105
240	109
241	107
242	107
243	98
244	112
245	105
246	98
247	100
248	87
249	105
250	105
251	109
252	97
253	77
254	93
255	93
256	113
257	90
258	105
259	84
260	92
261	107
262	72
263	99
264	97
265	104
266	97
267	93
268	83
269	71
270	94
271	86
272	84
273	87
274	75
275	80
276	82
277	69
278	70
279	77
280	85
281	83
282	75
283	91
284	84
285	77
286	70
287	82
288	91
289	78
290	62
291	61
292	77
293	69
294	80
295	83
296	67
297	75
298	85
299	64
300	81
301	74
302	61
303	67
304	64
305	65
306	66
307	55
308	75
309	47
310	56
311	66
312	79
313	61
314	59
315	57
316	68
317	55
318	71
319	57
320	50
321	63
322	60
323	58
324	57
325	44
326	41
327	58
328	55
329	54
330	56
331	48
332	49
333	51
334	53
335	46
336	49
337	36
338	39
339	48
340	48
341	52
342	36
343	26
344	31
345	42
346	40
347	37
348	33
349	45
350	39
351	24
352	44
353	40
354	40
355	29
356	44
357	41
358	36
359	33
360	38
361	35
362	46
363	38
364	49
365	40
366	30
367	36
368	27
369	32
370	39
371	32
372	33
373	33
374	28
375	27
376	30
377	29
378	29
379	41
380	26
381	23
382	36
383	31
384	22
385	27
386	27
387	16
388	29
389	43
390	30
391	34
392	31
393	29
394	22
395	25
396	29
397	35
398	22
399	22
400	23
401	18
402	19
403	25
404	26
405	27
406	21
407	23
408	29
409	21
410	20
411	15
412	28
413	20
414	25
415	20
416	15
417	21
418	21
419	22
420	27
421	13
422	16
423	25
424	19
425	18
426	33
427	22
428	17
429	23
430	16
431	22
432	16
433	14
434	12
435	15
436	9
437	14
438	19
439	13
440	21
441	13
442	23
443	19
444	18
445	11
446	10
447	12
448	8
449	17
450	17
451	11
452	26
453	15
454	10
455	8
456	20
457	14
458	17
459	10
460	9
461	14
462	14
463	24
464	12
465	13
466	8
467	17
468	12
469	12
470	8
471	8
472	16
473	12
474	11
475	13
476	6
477	11
478	6
479	9
480	16
481	18
482	5
483	10
484	9
485	12
486	7
487	5
488	12
489	15
490	12
491	6
492	8
493	7
494	6
495	5
496	9
497	11
498	11
499	10
500	7
501	13
502	6
503	3
504	10
505	3
506	11
507	5
508	8
509	5
510	4
511	9
512	11
513	3
514	5
515	11
516	6
517	4
518	8
519	8
520	9
521	4
522	5
523	3
524	4
525	5
526	8
527	7
528	10
529	6
530	3
531	3
532	7
533	4
534	7
536	6
537	4
538	5
539	3
540	6
541	8
543	1
544	3
545	3
546	6
547	5
548	3
549	3
550	4
551	5
552	3
553	6
554	7
555	3
556	3
557	6
558	2
559	8
560	3
561	4
562	6
563	6
564	1
565	5
566	4
567	2
568	2
569	2
570	7
572	2
573	1
574	4
575	4
576	3
577	3
578	4
579	1
580	3
581	4
582	1
583	5
584	4
585	3
586	2
587	2
589	5
590	3
591	2
592	3
593	2
595	3
596	4
597	1
598	3
599	2
600	2
601	2
602	5
603	2
604	2
605	3
606	3
607	2
608	1
609	1
611	3
612	3
613	2
614	1
616	1
619	1
620	2
623	2
624	1
627	3
628	1
634	1
635	1
636	1
637	2
638	1
639	1
641	1
642	1
650	1
652	3
662	1
