#Mean	231.822
#Median	192
#Mode	168
#STDev	104.270
#PercentOfPairs	100.000
#InsertSize	Count
39	1
48	1
57	2
59	1
62	1
63	1
64	1
65	4
66	1
67	2
68	4
69	2
71	4
72	6
73	3
75	3
76	3
77	5
78	6
79	8
80	6
81	3
82	7
83	5
84	9
85	9
86	8
87	11
88	15
89	9
90	11
91	19
92	25
93	24
94	19
95	21
96	27
97	27
98	28
99	40
100	28
101	33
102	26
103	40
104	34
105	31
106	41
107	30
108	31
109	32
110	28
111	41
112	44
113	45
114	37
115	42
116	42
117	49
118	45
119	54
120	46
121	52
122	31
123	46
124	44
125	49
126	43
127	45
128	50
129	40
130	61
131	53
132	56
133	44
134	59
135	67
136	52
137	56
138	47
139	54
140	69
141	60
142	48
143	62
144	64
145	58
146	91
147	96
148	94
149	99
150	132
151	130
152	139
153	146
154	135
155	139
156	191
157	226
158	248
159	255
160	269
161	259
162	272
163	274
164	322
165	316
166	338
167	360
168	361
169	306
170	319
171	304
172	287
173	265
174	248
175	234
176	250
177	237
178	218
179	198
180	228
181	204
182	192
183	173
184	181
185	191
186	175
187	165
188	163
189	176
190	172
191	173
192	168
193	179
194	177
195	149
196	130
197	144
198	129
199	159
200	120
201	120
202	146
203	141
204	120
205	118
206	112
207	106
208	83
209	101
210	104
211	99
212	110
213	113
214	103
215	93
216	97
217	86
218	85
219	72
220	92
221	76
222	85
223	87
224	80
225	60
226	65
227	74
228	58
229	63
230	64
231	58
232	70
233	79
234	75
235	58
236	73
237	62
238	64
239	50
240	56
241	55
242	55
243	40
244	63
245	47
246	42
247	47
248	49
249	51
250	48
251	43
252	33
253	40
254	37
255	36
256	44
257	45
258	35
259	42
260	41
261	39
262	43
263	39
264	36
265	33
266	39
267	28
268	43
269	29
270	25
271	41
272	46
273	31
274	26
275	37
276	36
277	31
278	34
279	33
280	47
281	15
282	35
283	33
284	35
285	38
286	35
287	33
288	33
289	32
290	28
291	42
292	26
293	25
294	40
295	42
296	36
297	26
298	37
299	27
300	22
301	33
302	51
303	31
304	31
305	31
306	38
307	30
308	34
309	34
310	37
311	31
312	33
313	31
314	31
315	34
316	34
317	24
318	37
319	26
320	33
321	37
322	32
323	36
324	40
325	28
326	37
327	38
328	31
329	37
330	39
331	31
332	39
333	38
334	27
335	37
336	35
337	36
338	44
339	41
340	39
341	42
342	36
343	41
344	45
345	42
346	41
347	48
348	38
349	54
350	52
351	50
352	36
353	46
354	46
355	40
356	46
357	44
358	41
359	26
360	47
361	45
362	47
363	51
364	45
365	41
366	40
367	40
368	57
369	40
370	43
371	47
372	40
373	30
374	43
375	42
376	48
377	32
378	36
379	39
380	37
381	35
382	31
383	25
384	38
385	35
386	26
387	26
388	30
389	29
390	23
391	25
392	25
393	31
394	34
395	15
396	21
397	23
398	32
399	33
400	27
401	23
402	23
403	26
404	29
405	21
406	25
407	20
408	13
409	18
410	24
411	16
412	13
413	22
414	18
415	21
416	15
417	22
418	15
419	13
420	15
421	16
422	18
423	13
424	16
425	15
426	18
427	15
428	15
429	12
430	7
431	11
432	7
433	12
434	7
435	6
436	13
437	11
438	10
439	6
440	8
441	13
442	15
443	9
444	12
445	11
446	9
447	9
448	8
449	12
450	8
451	16
452	11
453	10
454	8
455	11
456	9
457	7
458	10
459	7
460	5
461	9
462	10
463	12
464	11
465	6
466	4
467	4
468	15
469	11
470	11
471	7
472	7
473	13
474	14
475	7
476	8
477	9
478	7
479	7
480	10
481	7
482	6
483	8
484	9
485	6
486	9
487	9
488	10
489	7
490	6
491	5
492	8
493	6
494	9
495	5
496	12
497	6
498	11
499	8
500	4
501	7
502	8
503	12
504	9
505	10
506	8
507	5
508	8
509	11
510	12
511	7
512	7
513	5
514	6
515	9
516	8
517	9
518	5
519	8
520	5
521	15
522	13
523	4
524	7
525	13
526	6
527	7
528	10
529	8
530	11
531	3
532	8
533	7
534	7
535	9
536	7
537	8
538	10
539	12
540	6
541	13
542	7
543	9
544	11
545	5
546	6
547	12
548	9
549	4
550	9
551	8
552	10
553	10
554	5
555	3
556	8
557	6
558	7
559	6
560	8
561	6
562	10
563	4
564	6
565	5
566	7
567	5
568	4
569	12
570	5
571	5
572	4
573	4
574	5
575	3
576	6
577	5
578	3
579	6
580	5
581	6
582	1
583	3
584	4
585	6
586	3
587	3
588	2
589	4
590	5
592	2
593	1
594	4
595	1
596	2
598	2
599	3
600	1
601	2
602	3
604	2
605	2
606	1
609	1
612	1
615	1
618	1
619	1
623	1
627	1
659	1
663	1
679	1
681	1
684	1
696	1
718	1
721	1
722	1
725	1
726	2
727	1
746	1
753	1
759	1
778	1
785	1
789	1
798	1
817	1
831	1
843	1
854	1
858	1
861	1
862	1
871	1
873	1
874	1
876	1
879	1
883	1
890	1
893	2
894	2
895	1
903	2
904	1
910	1
927	1
936	1
943	1
944	1
950	1
965	1
971	1
974	1
976	1
982	2
987	1
989	1
995	1
999	1
1000	1
